Number #1;Formatted #1;Number #2;Formatted #2
"1111148302";"11-1114-8302";"1111148302";"11-1114-8302";
"1111148313";"11-1114-8313";"1111148313";"11-1114-8313";
"1111148324";"11-1114-8324";"1111148324";"11-1114-8324";
"1111148335";"11-1114-8335";"1111148335";"11-1114-8335";
"1111148346";"11-1114-8346";"1111148346";"11-1114-8346";
"1111148357";"11-1114-8357";"1111148357";"11-1114-8357";
"1111148368";"11-1114-8368";"1111148368";"11-1114-8368";
"1111148379";"11-1114-8379";"1111148379";"11-1114-8379";
"1111148390";"11-1114-8390";"1111148390";"11-1114-8390";
"1111148401";"11-1114-8401";"1111148401";"11-1114-8401";
"1111148412";"11-1114-8412";"1111148412";"11-1114-8412";
"1111148423";"11-1114-8423";"1111148423";"11-1114-8423";
"1111148434";"11-1114-8434";"1111148434";"11-1114-8434";
"1111148445";"11-1114-8445";"1111148445";"11-1114-8445";
"1111148456";"11-1114-8456";"1111148456";"11-1114-8456";
"1111148467";"11-1114-8467";"1111148467";"11-1114-8467";
"1111148478";"11-1114-8478";"1111148478";"11-1114-8478";
"1111148489";"11-1114-8489";"1111148489";"11-1114-8489";
"1111148500";"11-1114-8500";"1111148500";"11-1114-8500";
"1111148511";"11-1114-8511";"1111148511";"11-1114-8511";
"1111148522";"11-1114-8522";"1111148522";"11-1114-8522";
"1111148533";"11-1114-8533";"1111148533";"11-1114-8533";
"1111148544";"11-1114-8544";"1111148544";"11-1114-8544";
"1111148555";"11-1114-8555";"1111148555";"11-1114-8555";
"1111148566";"11-1114-8566";"1111148566";"11-1114-8566";
"1111148577";"11-1114-8577";"1111148577";"11-1114-8577";
"1111148588";"11-1114-8588";"1111148588";"11-1114-8588";
"1111148599";"11-1114-8599";"1111148599";"11-1114-8599";
"1111148610";"11-1114-8610";"1111148610";"11-1114-8610";
"1111148621";"11-1114-8621";"1111148621";"11-1114-8621";
"1111148632";"11-1114-8632";"1111148632";"11-1114-8632";
"1111148643";"11-1114-8643";"1111148643";"11-1114-8643";
"1111148654";"11-1114-8654";"1111148654";"11-1114-8654";
"1111148665";"11-1114-8665";"1111148665";"11-1114-8665";
"1111148676";"11-1114-8676";"1111148676";"11-1114-8676";
"1111148687";"11-1114-8687";"1111148687";"11-1114-8687";
"1111148698";"11-1114-8698";"1111148698";"11-1114-8698";
"1111148709";"11-1114-8709";"1111148709";"11-1114-8709";
"1111148720";"11-1114-8720";"1111148720";"11-1114-8720";
"1111148731";"11-1114-8731";"1111148731";"11-1114-8731";
"1111148742";"11-1114-8742";"1111148742";"11-1114-8742";
"1111148753";"11-1114-8753";"1111148753";"11-1114-8753";
"1111148764";"11-1114-8764";"1111148764";"11-1114-8764";
"1111148775";"11-1114-8775";"1111148775";"11-1114-8775";
"1111148786";"11-1114-8786";"1111148786";"11-1114-8786";
"1111148797";"11-1114-8797";"1111148797";"11-1114-8797";
"1111148808";"11-1114-8808";"1111148808";"11-1114-8808";
"1111148819";"11-1114-8819";"1111148819";"11-1114-8819";
"1111148830";"11-1114-8830";"1111148830";"11-1114-8830";
"1111148841";"11-1114-8841";"1111148841";"11-1114-8841";
"1111148852";"11-1114-8852";"1111148852";"11-1114-8852";
"1111148863";"11-1114-8863";"1111148863";"11-1114-8863";
"1111148874";"11-1114-8874";"1111148874";"11-1114-8874";
"1111148885";"11-1114-8885";"1111148885";"11-1114-8885";
"1111148896";"11-1114-8896";"1111148896";"11-1114-8896";
"1111148907";"11-1114-8907";"1111148907";"11-1114-8907";
"1111148918";"11-1114-8918";"1111148918";"11-1114-8918";
"1111148929";"11-1114-8929";"1111148929";"11-1114-8929";
"1111148940";"11-1114-8940";"1111148940";"11-1114-8940";
"1111148951";"11-1114-8951";"1111148951";"11-1114-8951";
"1111148962";"11-1114-8962";"1111148962";"11-1114-8962";
"1111148973";"11-1114-8973";"1111148973";"11-1114-8973";
"1111148984";"11-1114-8984";"1111148984";"11-1114-8984";
"1111148995";"11-1114-8995";"1111148995";"11-1114-8995";
"1111149006";"11-1114-9006";"1111149006";"11-1114-9006";
"1111149017";"11-1114-9017";"1111149017";"11-1114-9017";
"1111149028";"11-1114-9028";"1111149028";"11-1114-9028";
"1111149039";"11-1114-9039";"1111149039";"11-1114-9039";
"1111149050";"11-1114-9050";"1111149050";"11-1114-9050";
"1111149061";"11-1114-9061";"1111149061";"11-1114-9061";
"1111149072";"11-1114-9072";"1111149072";"11-1114-9072";
"1111149083";"11-1114-9083";"1111149083";"11-1114-9083";
"1111149094";"11-1114-9094";"1111149094";"11-1114-9094";
"1111149105";"11-1114-9105";"1111149105";"11-1114-9105";
"1111149116";"11-1114-9116";"1111149116";"11-1114-9116";
"1111149127";"11-1114-9127";"1111149127";"11-1114-9127";
"1111149138";"11-1114-9138";"1111149138";"11-1114-9138";
"1111149149";"11-1114-9149";"1111149149";"11-1114-9149";
"1111149160";"11-1114-9160";"1111149160";"11-1114-9160";
"1111149171";"11-1114-9171";"1111149171";"11-1114-9171";
"1111149182";"11-1114-9182";"1111149182";"11-1114-9182";
"1111149193";"11-1114-9193";"1111149193";"11-1114-9193";
"1111149204";"11-1114-9204";"1111149204";"11-1114-9204";
"1111149215";"11-1114-9215";"1111149215";"11-1114-9215";
"1111149226";"11-1114-9226";"1111149226";"11-1114-9226";
"1111149237";"11-1114-9237";"1111149237";"11-1114-9237";
"1111149248";"11-1114-9248";"1111149248";"11-1114-9248";
"1111149259";"11-1114-9259";"1111149259";"11-1114-9259";
"1111149270";"11-1114-9270";"1111149270";"11-1114-9270";
"1111149281";"11-1114-9281";"1111149281";"11-1114-9281";
"1111149292";"11-1114-9292";"1111149292";"11-1114-9292";
"1111149303";"11-1114-9303";"1111149303";"11-1114-9303";
"1111149314";"11-1114-9314";"1111149314";"11-1114-9314";
"1111149325";"11-1114-9325";"1111149325";"11-1114-9325";
"1111149336";"11-1114-9336";"1111149336";"11-1114-9336";
"1111149347";"11-1114-9347";"1111149347";"11-1114-9347";
"1111149358";"11-1114-9358";"1111149358";"11-1114-9358";
"1111149369";"11-1114-9369";"1111149369";"11-1114-9369";
"1111149380";"11-1114-9380";"1111149380";"11-1114-9380";
"1111149391";"11-1114-9391";"1111149391";"11-1114-9391";
"1111149402";"11-1114-9402";"1111149402";"11-1114-9402";
"1111149413";"11-1114-9413";"1111149413";"11-1114-9413";
"1111149424";"11-1114-9424";"1111149424";"11-1114-9424";
"1111149435";"11-1114-9435";"1111149435";"11-1114-9435";
"1111149446";"11-1114-9446";"1111149446";"11-1114-9446";
"1111149457";"11-1114-9457";"1111149457";"11-1114-9457";
"1111149468";"11-1114-9468";"1111149468";"11-1114-9468";
"1111149479";"11-1114-9479";"1111149479";"11-1114-9479";
"1111149490";"11-1114-9490";"1111149490";"11-1114-9490";
"1111149501";"11-1114-9501";"1111149501";"11-1114-9501";
"1111149512";"11-1114-9512";"1111149512";"11-1114-9512";
"1111149523";"11-1114-9523";"1111149523";"11-1114-9523";
"1111149534";"11-1114-9534";"1111149534";"11-1114-9534";
"1111149545";"11-1114-9545";"1111149545";"11-1114-9545";
"1111149556";"11-1114-9556";"1111149556";"11-1114-9556";
"1111149567";"11-1114-9567";"1111149567";"11-1114-9567";
"1111149578";"11-1114-9578";"1111149578";"11-1114-9578";
"1111149589";"11-1114-9589";"1111149589";"11-1114-9589";
"1111149600";"11-1114-9600";"1111149600";"11-1114-9600";
"1111149611";"11-1114-9611";"1111149611";"11-1114-9611";
"1111149622";"11-1114-9622";"1111149622";"11-1114-9622";
"1111149633";"11-1114-9633";"1111149633";"11-1114-9633";
"1111149644";"11-1114-9644";"1111149644";"11-1114-9644";
"1111149655";"11-1114-9655";"1111149655";"11-1114-9655";
"1111149666";"11-1114-9666";"1111149666";"11-1114-9666";
"1111149677";"11-1114-9677";"1111149677";"11-1114-9677";
"1111149688";"11-1114-9688";"1111149688";"11-1114-9688";
"1111149699";"11-1114-9699";"1111149699";"11-1114-9699";
"1111149710";"11-1114-9710";"1111149710";"11-1114-9710";
"1111149721";"11-1114-9721";"1111149721";"11-1114-9721";
"1111149732";"11-1114-9732";"1111149732";"11-1114-9732";
"1111149743";"11-1114-9743";"1111149743";"11-1114-9743";
"1111149754";"11-1114-9754";"1111149754";"11-1114-9754";
"1111149765";"11-1114-9765";"1111149765";"11-1114-9765";
"1111149776";"11-1114-9776";"1111149776";"11-1114-9776";
"1111149787";"11-1114-9787";"1111149787";"11-1114-9787";
"1111149798";"11-1114-9798";"1111149798";"11-1114-9798";
"1111149809";"11-1114-9809";"1111149809";"11-1114-9809";
"1111149820";"11-1114-9820";"1111149820";"11-1114-9820";
"1111149831";"11-1114-9831";"1111149831";"11-1114-9831";
"1111149842";"11-1114-9842";"1111149842";"11-1114-9842";
"1111149853";"11-1114-9853";"1111149853";"11-1114-9853";
"1111149864";"11-1114-9864";"1111149864";"11-1114-9864";
"1111149875";"11-1114-9875";"1111149875";"11-1114-9875";
"1111149886";"11-1114-9886";"1111149886";"11-1114-9886";
"1111149897";"11-1114-9897";"1111149897";"11-1114-9897";
"1111149908";"11-1114-9908";"1111149908";"11-1114-9908";
"1111149919";"11-1114-9919";"1111149919";"11-1114-9919";
"1111149930";"11-1114-9930";"1111149930";"11-1114-9930";
"1111149941";"11-1114-9941";"1111149941";"11-1114-9941";
"1111149952";"11-1114-9952";"1111149952";"11-1114-9952";
"1111149963";"11-1114-9963";"1111149963";"11-1114-9963";
"1111149974";"11-1114-9974";"1111149974";"11-1114-9974";
"1111149985";"11-1114-9985";"1111149985";"11-1114-9985";
"1111149996";"11-1114-9996";"1111149996";"11-1114-9996";
"1111150007";"11-1115-0007";"1111150007";"11-1115-0007";
"1111150018";"11-1115-0018";"1111150018";"11-1115-0018";
"1111150029";"11-1115-0029";"1111150029";"11-1115-0029";
"1111150040";"11-1115-0040";"1111150040";"11-1115-0040";
"1111150051";"11-1115-0051";"1111150051";"11-1115-0051";
"1111150062";"11-1115-0062";"1111150062";"11-1115-0062";
"1111150073";"11-1115-0073";"1111150073";"11-1115-0073";
"1111150084";"11-1115-0084";"1111150084";"11-1115-0084";
"1111150095";"11-1115-0095";"1111150095";"11-1115-0095";
"1111150106";"11-1115-0106";"1111150106";"11-1115-0106";
"1111150117";"11-1115-0117";"1111150117";"11-1115-0117";
"1111150128";"11-1115-0128";"1111150128";"11-1115-0128";
"1111150139";"11-1115-0139";"1111150139";"11-1115-0139";
"1111150150";"11-1115-0150";"1111150150";"11-1115-0150";
"1111150161";"11-1115-0161";"1111150161";"11-1115-0161";
"1111150172";"11-1115-0172";"1111150172";"11-1115-0172";
"1111150183";"11-1115-0183";"1111150183";"11-1115-0183";
"1111150194";"11-1115-0194";"1111150194";"11-1115-0194";
"1111150205";"11-1115-0205";"1111150205";"11-1115-0205";
"1111150216";"11-1115-0216";"1111150216";"11-1115-0216";
"1111150227";"11-1115-0227";"1111150227";"11-1115-0227";
"1111150238";"11-1115-0238";"1111150238";"11-1115-0238";
"1111150249";"11-1115-0249";"1111150249";"11-1115-0249";
"1111150260";"11-1115-0260";"1111150260";"11-1115-0260";
"1111150271";"11-1115-0271";"1111150271";"11-1115-0271";
"1111150282";"11-1115-0282";"1111150282";"11-1115-0282";
"1111150293";"11-1115-0293";"1111150293";"11-1115-0293";
"1111150304";"11-1115-0304";"1111150304";"11-1115-0304";
"1111150315";"11-1115-0315";"1111150315";"11-1115-0315";
"1111150326";"11-1115-0326";"1111150326";"11-1115-0326";
"1111150337";"11-1115-0337";"1111150337";"11-1115-0337";
"1111150348";"11-1115-0348";"1111150348";"11-1115-0348";
"1111150359";"11-1115-0359";"1111150359";"11-1115-0359";
"1111150370";"11-1115-0370";"1111150370";"11-1115-0370";
"1111150381";"11-1115-0381";"1111150381";"11-1115-0381";
"1111150392";"11-1115-0392";"1111150392";"11-1115-0392";
"1111150403";"11-1115-0403";"1111150403";"11-1115-0403";
"1111150414";"11-1115-0414";"1111150414";"11-1115-0414";
"1111150425";"11-1115-0425";"1111150425";"11-1115-0425";
"1111150436";"11-1115-0436";"1111150436";"11-1115-0436";
"1111150447";"11-1115-0447";"1111150447";"11-1115-0447";
"1111150458";"11-1115-0458";"1111150458";"11-1115-0458";
"1111150469";"11-1115-0469";"1111150469";"11-1115-0469";
"1111150480";"11-1115-0480";"1111150480";"11-1115-0480";
"1111150491";"11-1115-0491";"1111150491";"11-1115-0491";
"1111150502";"11-1115-0502";"1111150502";"11-1115-0502";
"1111150513";"11-1115-0513";"1111150513";"11-1115-0513";
"1111150524";"11-1115-0524";"1111150524";"11-1115-0524";
"1111150535";"11-1115-0535";"1111150535";"11-1115-0535";
"1111150546";"11-1115-0546";"1111150546";"11-1115-0546";
"1111150557";"11-1115-0557";"1111150557";"11-1115-0557";
"1111150568";"11-1115-0568";"1111150568";"11-1115-0568";
"1111150579";"11-1115-0579";"1111150579";"11-1115-0579";
"1111150590";"11-1115-0590";"1111150590";"11-1115-0590";
"1111150601";"11-1115-0601";"1111150601";"11-1115-0601";
"1111150612";"11-1115-0612";"1111150612";"11-1115-0612";
"1111150623";"11-1115-0623";"1111150623";"11-1115-0623";
"1111150634";"11-1115-0634";"1111150634";"11-1115-0634";
"1111150645";"11-1115-0645";"1111150645";"11-1115-0645";
"1111150656";"11-1115-0656";"1111150656";"11-1115-0656";
"1111150667";"11-1115-0667";"1111150667";"11-1115-0667";
"1111150678";"11-1115-0678";"1111150678";"11-1115-0678";
"1111150689";"11-1115-0689";"1111150689";"11-1115-0689";
"1111150700";"11-1115-0700";"1111150700";"11-1115-0700";
"1111150711";"11-1115-0711";"1111150711";"11-1115-0711";
"1111150722";"11-1115-0722";"1111150722";"11-1115-0722";
"1111150733";"11-1115-0733";"1111150733";"11-1115-0733";
"1111150744";"11-1115-0744";"1111150744";"11-1115-0744";
"1111150755";"11-1115-0755";"1111150755";"11-1115-0755";
"1111150766";"11-1115-0766";"1111150766";"11-1115-0766";
"1111150777";"11-1115-0777";"1111150777";"11-1115-0777";
"1111150788";"11-1115-0788";"1111150788";"11-1115-0788";
"1111150799";"11-1115-0799";"1111150799";"11-1115-0799";
"1111150810";"11-1115-0810";"1111150810";"11-1115-0810";
"1111150821";"11-1115-0821";"1111150821";"11-1115-0821";
"1111150832";"11-1115-0832";"1111150832";"11-1115-0832";
"1111150843";"11-1115-0843";"1111150843";"11-1115-0843";
"1111150854";"11-1115-0854";"1111150854";"11-1115-0854";
"1111150865";"11-1115-0865";"1111150865";"11-1115-0865";
"1111150876";"11-1115-0876";"1111150876";"11-1115-0876";
"1111150887";"11-1115-0887";"1111150887";"11-1115-0887";
"1111150898";"11-1115-0898";"1111150898";"11-1115-0898";
"1111150909";"11-1115-0909";"1111150909";"11-1115-0909";
"1111150920";"11-1115-0920";"1111150920";"11-1115-0920";
"1111150931";"11-1115-0931";"1111150931";"11-1115-0931";
"1111150942";"11-1115-0942";"1111150942";"11-1115-0942";
"1111150953";"11-1115-0953";"1111150953";"11-1115-0953";
"1111150964";"11-1115-0964";"1111150964";"11-1115-0964";
"1111150975";"11-1115-0975";"1111150975";"11-1115-0975";
"1111150986";"11-1115-0986";"1111150986";"11-1115-0986";
"1111150997";"11-1115-0997";"1111150997";"11-1115-0997";
"1111151008";"11-1115-1008";"1111151008";"11-1115-1008";
"1111151019";"11-1115-1019";"1111151019";"11-1115-1019";
"1111151030";"11-1115-1030";"1111151030";"11-1115-1030";
"1111151041";"11-1115-1041";"1111151041";"11-1115-1041";
"1111151052";"11-1115-1052";"1111151052";"11-1115-1052";
"1111151063";"11-1115-1063";"1111151063";"11-1115-1063";
"1111151074";"11-1115-1074";"1111151074";"11-1115-1074";
"1111151085";"11-1115-1085";"1111151085";"11-1115-1085";
"1111151096";"11-1115-1096";"1111151096";"11-1115-1096";
"1111151107";"11-1115-1107";"1111151107";"11-1115-1107";
"1111151118";"11-1115-1118";"1111151118";"11-1115-1118";
"1111151129";"11-1115-1129";"1111151129";"11-1115-1129";
"1111151140";"11-1115-1140";"1111151140";"11-1115-1140";
"1111151151";"11-1115-1151";"1111151151";"11-1115-1151";
"1111151162";"11-1115-1162";"1111151162";"11-1115-1162";
"1111151173";"11-1115-1173";"1111151173";"11-1115-1173";
"1111151184";"11-1115-1184";"1111151184";"11-1115-1184";
"1111151195";"11-1115-1195";"1111151195";"11-1115-1195";
"1111151206";"11-1115-1206";"1111151206";"11-1115-1206";
"1111151217";"11-1115-1217";"1111151217";"11-1115-1217";
"1111151228";"11-1115-1228";"1111151228";"11-1115-1228";
"1111151239";"11-1115-1239";"1111151239";"11-1115-1239";
"1111151250";"11-1115-1250";"1111151250";"11-1115-1250";
"1111151261";"11-1115-1261";"1111151261";"11-1115-1261";
"1111151272";"11-1115-1272";"1111151272";"11-1115-1272";
"1111151283";"11-1115-1283";"1111151283";"11-1115-1283";
"1111151294";"11-1115-1294";"1111151294";"11-1115-1294";
"1111151305";"11-1115-1305";"1111151305";"11-1115-1305";
"1111151316";"11-1115-1316";"1111151316";"11-1115-1316";
"1111151327";"11-1115-1327";"1111151327";"11-1115-1327";
"1111151338";"11-1115-1338";"1111151338";"11-1115-1338";
"1111151349";"11-1115-1349";"1111151349";"11-1115-1349";
"1111151360";"11-1115-1360";"1111151360";"11-1115-1360";
"1111151371";"11-1115-1371";"1111151371";"11-1115-1371";
"1111151382";"11-1115-1382";"1111151382";"11-1115-1382";
"1111151393";"11-1115-1393";"1111151393";"11-1115-1393";
"1111151404";"11-1115-1404";"1111151404";"11-1115-1404";
"1111151415";"11-1115-1415";"1111151415";"11-1115-1415";
"1111151426";"11-1115-1426";"1111151426";"11-1115-1426";
"1111151437";"11-1115-1437";"1111151437";"11-1115-1437";
"1111151448";"11-1115-1448";"1111151448";"11-1115-1448";
"1111151459";"11-1115-1459";"1111151459";"11-1115-1459";
"1111151470";"11-1115-1470";"1111151470";"11-1115-1470";
"1111151481";"11-1115-1481";"1111151481";"11-1115-1481";
"1111151492";"11-1115-1492";"1111151492";"11-1115-1492";
"1111151503";"11-1115-1503";"1111151503";"11-1115-1503";
"1111151514";"11-1115-1514";"1111151514";"11-1115-1514";
"1111151525";"11-1115-1525";"1111151525";"11-1115-1525";
"1111151536";"11-1115-1536";"1111151536";"11-1115-1536";
"1111151547";"11-1115-1547";"1111151547";"11-1115-1547";
"1111151558";"11-1115-1558";"1111151558";"11-1115-1558";
"1111151569";"11-1115-1569";"1111151569";"11-1115-1569";
"1111151580";"11-1115-1580";"1111151580";"11-1115-1580";
"1111151591";"11-1115-1591";"1111151591";"11-1115-1591";
"1111151602";"11-1115-1602";"1111151602";"11-1115-1602";
"1111151613";"11-1115-1613";"1111151613";"11-1115-1613";
"1111151624";"11-1115-1624";"1111151624";"11-1115-1624";
"1111151635";"11-1115-1635";"1111151635";"11-1115-1635";
"1111151646";"11-1115-1646";"1111151646";"11-1115-1646";
"1111151657";"11-1115-1657";"1111151657";"11-1115-1657";
"1111151668";"11-1115-1668";"1111151668";"11-1115-1668";
"1111151679";"11-1115-1679";"1111151679";"11-1115-1679";
"1111151690";"11-1115-1690";"1111151690";"11-1115-1690";
"1111151701";"11-1115-1701";"1111151701";"11-1115-1701";
"1111151712";"11-1115-1712";"1111151712";"11-1115-1712";
"1111151723";"11-1115-1723";"1111151723";"11-1115-1723";
"1111151734";"11-1115-1734";"1111151734";"11-1115-1734";
"1111151745";"11-1115-1745";"1111151745";"11-1115-1745";
"1111151756";"11-1115-1756";"1111151756";"11-1115-1756";
"1111151767";"11-1115-1767";"1111151767";"11-1115-1767";
"1111151778";"11-1115-1778";"1111151778";"11-1115-1778";
"1111151789";"11-1115-1789";"1111151789";"11-1115-1789";
"1111151800";"11-1115-1800";"1111151800";"11-1115-1800";
"1111151811";"11-1115-1811";"1111151811";"11-1115-1811";
"1111151822";"11-1115-1822";"1111151822";"11-1115-1822";
"1111151833";"11-1115-1833";"1111151833";"11-1115-1833";
"1111151844";"11-1115-1844";"1111151844";"11-1115-1844";
"1111151855";"11-1115-1855";"1111151855";"11-1115-1855";
"1111151866";"11-1115-1866";"1111151866";"11-1115-1866";
"1111151877";"11-1115-1877";"1111151877";"11-1115-1877";
"1111151888";"11-1115-1888";"1111151888";"11-1115-1888";
"1111151899";"11-1115-1899";"1111151899";"11-1115-1899";
"1111151910";"11-1115-1910";"1111151910";"11-1115-1910";
"1111151921";"11-1115-1921";"1111151921";"11-1115-1921";
"1111151932";"11-1115-1932";"1111151932";"11-1115-1932";
"1111151943";"11-1115-1943";"1111151943";"11-1115-1943";
"1111151954";"11-1115-1954";"1111151954";"11-1115-1954";
"1111151965";"11-1115-1965";"1111151965";"11-1115-1965";
"1111151976";"11-1115-1976";"1111151976";"11-1115-1976";
"1111151987";"11-1115-1987";"1111151987";"11-1115-1987";
"1111151998";"11-1115-1998";"1111151998";"11-1115-1998";
"1111152009";"11-1115-2009";"1111152009";"11-1115-2009";
"1111152020";"11-1115-2020";"1111152020";"11-1115-2020";
"1111152031";"11-1115-2031";"1111152031";"11-1115-2031";
"1111152042";"11-1115-2042";"1111152042";"11-1115-2042";
"1111152053";"11-1115-2053";"1111152053";"11-1115-2053";
"1111152064";"11-1115-2064";"1111152064";"11-1115-2064";
"1111152075";"11-1115-2075";"1111152075";"11-1115-2075";
"1111152086";"11-1115-2086";"1111152086";"11-1115-2086";
"1111152097";"11-1115-2097";"1111152097";"11-1115-2097";
"1111152108";"11-1115-2108";"1111152108";"11-1115-2108";
"1111152119";"11-1115-2119";"1111152119";"11-1115-2119";
"1111152130";"11-1115-2130";"1111152130";"11-1115-2130";
"1111152141";"11-1115-2141";"1111152141";"11-1115-2141";
"1111152152";"11-1115-2152";"1111152152";"11-1115-2152";
"1111152163";"11-1115-2163";"1111152163";"11-1115-2163";
"1111152174";"11-1115-2174";"1111152174";"11-1115-2174";
"1111152185";"11-1115-2185";"1111152185";"11-1115-2185";
"1111152196";"11-1115-2196";"1111152196";"11-1115-2196";
"1111152207";"11-1115-2207";"1111152207";"11-1115-2207";
"1111152218";"11-1115-2218";"1111152218";"11-1115-2218";
"1111152229";"11-1115-2229";"1111152229";"11-1115-2229";
"1111152240";"11-1115-2240";"1111152240";"11-1115-2240";
"1111152251";"11-1115-2251";"1111152251";"11-1115-2251";
"1111152262";"11-1115-2262";"1111152262";"11-1115-2262";
"1111152273";"11-1115-2273";"1111152273";"11-1115-2273";
"1111152284";"11-1115-2284";"1111152284";"11-1115-2284";
"1111152295";"11-1115-2295";"1111152295";"11-1115-2295";
"1111152306";"11-1115-2306";"1111152306";"11-1115-2306";
"1111152317";"11-1115-2317";"1111152317";"11-1115-2317";
"1111152328";"11-1115-2328";"1111152328";"11-1115-2328";
"1111152339";"11-1115-2339";"1111152339";"11-1115-2339";
"1111152350";"11-1115-2350";"1111152350";"11-1115-2350";
"1111152361";"11-1115-2361";"1111152361";"11-1115-2361";
"1111152372";"11-1115-2372";"1111152372";"11-1115-2372";
"1111152383";"11-1115-2383";"1111152383";"11-1115-2383";
"1111152394";"11-1115-2394";"1111152394";"11-1115-2394";
"1111152405";"11-1115-2405";"1111152405";"11-1115-2405";
"1111152416";"11-1115-2416";"1111152416";"11-1115-2416";
"1111152427";"11-1115-2427";"1111152427";"11-1115-2427";
"1111152438";"11-1115-2438";"1111152438";"11-1115-2438";
"1111152449";"11-1115-2449";"1111152449";"11-1115-2449";
"1111152460";"11-1115-2460";"1111152460";"11-1115-2460";
"1111152471";"11-1115-2471";"1111152471";"11-1115-2471";
"1111152482";"11-1115-2482";"1111152482";"11-1115-2482";
"1111152493";"11-1115-2493";"1111152493";"11-1115-2493";
"1111152504";"11-1115-2504";"1111152504";"11-1115-2504";
"1111152515";"11-1115-2515";"1111152515";"11-1115-2515";
"1111152526";"11-1115-2526";"1111152526";"11-1115-2526";
"1111152537";"11-1115-2537";"1111152537";"11-1115-2537";
"1111152548";"11-1115-2548";"1111152548";"11-1115-2548";
"1111152559";"11-1115-2559";"1111152559";"11-1115-2559";
"1111152570";"11-1115-2570";"1111152570";"11-1115-2570";
"1111152581";"11-1115-2581";"1111152581";"11-1115-2581";
"1111152592";"11-1115-2592";"1111152592";"11-1115-2592";
"1111152603";"11-1115-2603";"1111152603";"11-1115-2603";
"1111152614";"11-1115-2614";"1111152614";"11-1115-2614";
"1111152625";"11-1115-2625";"1111152625";"11-1115-2625";
"1111152636";"11-1115-2636";"1111152636";"11-1115-2636";
"1111152647";"11-1115-2647";"1111152647";"11-1115-2647";
"1111152658";"11-1115-2658";"1111152658";"11-1115-2658";
"1111152669";"11-1115-2669";"1111152669";"11-1115-2669";
"1111152680";"11-1115-2680";"1111152680";"11-1115-2680";
"1111152691";"11-1115-2691";"1111152691";"11-1115-2691";
"1111152702";"11-1115-2702";"1111152702";"11-1115-2702";
"1111152713";"11-1115-2713";"1111152713";"11-1115-2713";
"1111152724";"11-1115-2724";"1111152724";"11-1115-2724";
"1111152735";"11-1115-2735";"1111152735";"11-1115-2735";
"1111152746";"11-1115-2746";"1111152746";"11-1115-2746";
"1111152757";"11-1115-2757";"1111152757";"11-1115-2757";
"1111152768";"11-1115-2768";"1111152768";"11-1115-2768";
"1111152779";"11-1115-2779";"1111152779";"11-1115-2779";
"1111152790";"11-1115-2790";"1111152790";"11-1115-2790";
"1111152801";"11-1115-2801";"1111152801";"11-1115-2801";
"1111152812";"11-1115-2812";"1111152812";"11-1115-2812";
"1111152823";"11-1115-2823";"1111152823";"11-1115-2823";
"1111152834";"11-1115-2834";"1111152834";"11-1115-2834";
"1111152845";"11-1115-2845";"1111152845";"11-1115-2845";
"1111152856";"11-1115-2856";"1111152856";"11-1115-2856";
"1111152867";"11-1115-2867";"1111152867";"11-1115-2867";
"1111152878";"11-1115-2878";"1111152878";"11-1115-2878";
"1111152889";"11-1115-2889";"1111152889";"11-1115-2889";
"1111152900";"11-1115-2900";"1111152900";"11-1115-2900";
"1111152911";"11-1115-2911";"1111152911";"11-1115-2911";
"1111152922";"11-1115-2922";"1111152922";"11-1115-2922";
"1111152933";"11-1115-2933";"1111152933";"11-1115-2933";
"1111152944";"11-1115-2944";"1111152944";"11-1115-2944";
"1111152955";"11-1115-2955";"1111152955";"11-1115-2955";
"1111152966";"11-1115-2966";"1111152966";"11-1115-2966";
"1111152977";"11-1115-2977";"1111152977";"11-1115-2977";
"1111152988";"11-1115-2988";"1111152988";"11-1115-2988";
"1111152999";"11-1115-2999";"1111152999";"11-1115-2999";
"1111153010";"11-1115-3010";"1111153010";"11-1115-3010";
"1111153021";"11-1115-3021";"1111153021";"11-1115-3021";
"1111153032";"11-1115-3032";"1111153032";"11-1115-3032";
"1111153043";"11-1115-3043";"1111153043";"11-1115-3043";
"1111153054";"11-1115-3054";"1111153054";"11-1115-3054";
"1111153065";"11-1115-3065";"1111153065";"11-1115-3065";
"1111153076";"11-1115-3076";"1111153076";"11-1115-3076";
"1111153087";"11-1115-3087";"1111153087";"11-1115-3087";
"1111153098";"11-1115-3098";"1111153098";"11-1115-3098";
"1111153109";"11-1115-3109";"1111153109";"11-1115-3109";
"1111153120";"11-1115-3120";"1111153120";"11-1115-3120";
"1111153131";"11-1115-3131";"1111153131";"11-1115-3131";
"1111153142";"11-1115-3142";"1111153142";"11-1115-3142";
"1111153153";"11-1115-3153";"1111153153";"11-1115-3153";
"1111153164";"11-1115-3164";"1111153164";"11-1115-3164";
"1111153175";"11-1115-3175";"1111153175";"11-1115-3175";
"1111153186";"11-1115-3186";"1111153186";"11-1115-3186";
"1111153197";"11-1115-3197";"1111153197";"11-1115-3197";
"1111153208";"11-1115-3208";"1111153208";"11-1115-3208";
"1111153219";"11-1115-3219";"1111153219";"11-1115-3219";
"1111153230";"11-1115-3230";"1111153230";"11-1115-3230";
"1111153241";"11-1115-3241";"1111153241";"11-1115-3241";
